Unnamed: 0,STATE,DISTRICT,COLLEGE NAME,INTERNATIONAL DIAL CODE ,ADDRESS,DEPARTMENTS,HOD/FACULTY DETAILS,EMAIL ID,PHONE NUMBER,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
85,ANDHRA PRADESH,YSR DISTRICT,SRI SAI INSTITUTE OF TECHNOLOGY AND SCIENCE,1-2813116254,"2/714-18, GOLLAPALLI (V) RAYACHOTI- 516 270","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
86,ANDHRA PRADESH,SRIKAKULAM,BHASKARA INSTITUTE OF TECHNOLOGY AND SCIENCE,1-2813117943,"MITHRA INSTITUTE OF TECHNOLOGY, CHINARAVUPALLI VILLAGE, ETCHERLA POST, SRIKAKULAM DIST., ANDHRA PRADESH. PIN :532 410","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
87,ANDHRA PRADESH,YSR DISTRICT,K.S.R.M. COLLEGE OF ENGINEERING,1-2813120245,YERRAMASUPALLI VILLAGE CHINTAKOMMA DINNE MANDAL KADAPA,"CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
88,ANDHRA PRADESH,YSR DISTRICT,KANDULA OBULA REDDY MEMORIAL COLLEGE OF ENGINEERING,1-2813122400,"TADIGOTLA, CHINTAKOMMADINNE (MANDAL) KADAPA","CIVIL, EEE, ECE, CSE",,,,1,,,
89,ANDHRA PRADESH,EAST GODAVARI,ADITYA COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813135723,ADITYA NAGAR ADB ROAD SURAMPALEM GANDEPALLI MANDAL E.G.DT. 533437,"CIVIL, EEE, ECE, CSE",,,,1,,,
90,ANDHRA PRADESH,EAST GODAVARI,KAKINADA INSTITUE OF TECHNOLOGICAL SCIENCES,1-2813142730,KAKINADA INSTITUE OF TECHNOLOGICAL SCIENCES AMBIKAPALLI AGRAHARAM VILLAGE RAMACHNDRAPURAM MANDAL EAST GODAVARI DISTRICT,"CIVIL, EEE, ECE, AGRI, CSE",,,,1,,,
91,ANDHRA PRADESH,VISHAKHAPATNAM,PYDAH KAUSHIK COLLEGE OF ENGINEERING,1-2813145338,"GAMBHEERAM VILLAGAE, ANANDAPURAM MANDAL, VISAKHAPATNAM- 531163","CIVIL, EEE, ECE, CSE, AGRI",,,,1,,,
92,ANDHRA PRADESH,EAST GODAVARI,LENORA COLLEGE OF ENGINEERING,1-2813147472,IRLAPALLY VILLAGE RAMPACHODAVARM EAST GODAVRI,"CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
93,ANDHRA PRADESH,EAST GODAVARI,CHAITANYA INSTITUTE OF SCIENCE AND TECHNOLOGY,1-2813149364,MADHAVA PATNAM,"CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
94,ANDHRA PRADESH,GUNTUR,H.M.K.S & M.G.S COLLEGE OF ENGINEERING,1-2813150148,KANAGALA (PO) CHERUKUPALLI (MANDAL) GUNTUR (DIST) ANDHRA PRADESH INDIA PIN : 522259,"CIVIL, EEE, ECE, MECH",,,,0,,,
95,ANDHRA PRADESH,CHITTOOR,SIDDHARTH INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813151427,SIDDHARTH NAGAR NARAYANAVANAM ROAD PUTTUR - 517 583 CHITTOOR DIST. ANDHRA PRADESH,"CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
96,ANDHRA PRADESH,GUNTUR,SAI TIRUMALA NALABOTHU VENKATA RAO ENGINEERING COLLEGE,1-2813153941,"JONNALAGADDA(VILLAGE & POST), NARASARAOPET","EEE, MECH, CSE, CIVIL",,,,1,,,
97,ANDHRA PRADESH,VISHAKHAPATNAM,SAIGANAPATHI ENGINEERING COLLEGE,1-2813156751,"GIDIJALA VILLAGE, ANANDAPURAM MANDAL, VISAKHAPATNAM DISTRICT, PIN-531173","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
98,ANDHRA PRADESH,GUNTUR,HINDU COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2813160112,"AMARAVATHI ROAD,","CIVIL, EEE, ECE, MECH, CSE, IT",,,,2,,,
99,ANDHRA PRADESH,GUNTUR,PRIYADARSHINI INSTITUTE OF TECHNOLOGY & SCIENCE,1-2813164419,"CHINTALAPUDI, DUGGIRALA MANDAL, NEAR TENALI, GUNTUR DIST - ANDHRA PRADESH - 522 306","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
100,ANDHRA PRADESH,PRAKASAM,ABR COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2813165674,"CHINA IRLAPADU, KANDUKUR ROAD,KANIGIRI, PRAKASAM DT, PIN 523230.","CIVIL, EEE, ECE, AGRI, CSE",,,,1,,,
101,ANDHRA PRADESH,NELLORE,PARVATHAREDDY BABULREDDY VISVODAYA INSTITUTE OF TECHNOLOGY AND SCIENCE,1-2813168853,VISVODAYA CAMPUS UDAYAGIRI ROAD KAVALI,"CIVIL, EEE, ECE, CSE",,,,1,,,
102,ANDHRA PRADESH,CHITTOOR,SREE RAMA ENGINEERING COLLEGE,1-2813170870,"OPP.LIC TRAINING CENTRE, KARAKAMBADI ROAD, VENKATAPURAM (V), RENIGUNTA(M), MANGALAM (BO) TIRUPATI, CHITTOOR(DT)-517507","MECH, EEE, ECE, CSE",,,,1,,,
103,ANDHRA PRADESH,PRAKASAM,RISE KRISHNA SAI PRAKASAM GROUP OF INSTITUTIONS,1-2813172022,"NH - 5, VALLURU - ONGOLE PRAKASAM DT PIN - 523 272 ANDHRA PRADESH","MECH, CIVIL, ECE, CSE",,,,1,,,
104,ANDHRA PRADESH,KURNOOL,SAFA COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813173537,"B.THANDRAPADU, NH-18, KURNOOL.","CIVIL, EEE, ECE, CSE",,,,1,,,
105,ANDHRA PRADESH,KURNOOL,DR.K.V.SUBBA REDDY COLLEGE OF ENGINEERING FOR WOMEN,1-2813175537,"DR.K.V.SUBBA REDDY COLLEGE OF ENGINEERING FOR WOMEN OPP. DUPADU RAILWAY STATION, N.H - 7, LAKSHMI PURAM (POST), KURNOOL - 518218. ANDHRA PRADESH","CIVIL, EEE, ECE, CSE",,,,1,,,
106,ANDHRA PRADESH,VIDYA VIHAR INSTITUTE OF TECHNOLOGY,SREE VIDYANIKETHAN ENGINEERING COLLEGE,1-2813176833,"SREE VIDYANIKETHAN ENGINEERING COLLEGE, SREE SAINATH NAGAR, A.RANGAMPET, CHANDRAGIRI MANDAL, CHITTOOR DISTRICT, PIN: 517 102, ANDHRA PRADESH.","CIVIL, EEE, ECE, CSE, ELECTRONICS CONTROL SYSTEM",,,,1,,,
107,ANDHRA PRADESH,WEST GODAVARI,SRI VATSAVAI KRISHNAM RAJU COLLEGE OF ENGINEERING&TECHNOLOGY,1-2813182669,"SRI VATSAVAI KRISHNAM RAJU COLLEGE OF ENGINEERNING & TECHNOLOGY,GOLLALAKODERU VILLAGE, PALAKODERU MANDAL, BHIMAVARAM-534202","CIVIL, EEE, ECE, AGRI, CSE",,,,1,,,
108,ANDHRA PRADESH,ANANTAPUR,BIT INSTITUTE OF TECHNOLOGY,1-2813184103,"S.NO. 284/1, MALGUR (V), BEEREPALLI (P), H.S. MANDIR (S.O), HINDUPUR","CIVIL, EEE, ECE, CSE",,,,1,,,
109,ANDHRA PRADESH,CHITTOOR,YOGANANDA INSTITUTE OF TECHNOLOGY AND SCIENCE,1-2813184237,"ROAD NO. 2, MOHAN REDDY NAGAR, ELAMANDYAM VILLAGE, RENIGUNTA MANDAL, TIRUPATI - 517 520","CIVIL, EEE, ECE, MECH, CSE, IT",,,,2,,,
110,ANDHRA PRADESH,NELLORE,ANDHRA ENGINEERING COLLEGE,1-2813187397,NELLOREPALEM-VILLAGE,"CIVIL, EEE, ECE, MECH, CSE, IT",,,,2,,,
111,ANDHRA PRADESH,ANANTAPUR,INTELL ENGINEERING COLLEGE,1-2813189168,AKKAMPALI 'X' KALYANDURG ROAD ANANTAPUR - 515 004,"CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
112,ANDHRA PRADESH,PRAKASAM,PACE INSTITUTE OF TECHNOLOGY AND SCIENCES,1-2813189246,"NH5, NEAR VALLURAMMA TEMPLE, VALLURU-523272, TANGUTUR(M), PRAKASAM DIST, ANDHRA PRADESH","CIVIL, EEE, ECE, AUTO, CSE",,,,1,,,
113,ANDHRA PRADESH,NELLORE,"PRIYADARSHINI COLLEGE OF ENGINEERING, SULLURPET-524121",1-2813189881,AKKAMPETA SULLURPETA-524121 SPSR NELLORE DIST. ANDHRA PRADESH.,"CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
114,ANDHRA PRADESH,CHITTOOR,SIDDARTHA INSTITUTE OF SCIENCE AND TECHNOLOGY,1-2813192679,SIDDARTHA NAGAR NARAYANAVANAM ROAD PUTTUR - 517 583 CHITTOOR DISTRICT ANDHRA PRADESH,"CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
115,ANDHRA PRADESH,WEST GODAVARI,GAYATRI GROUP OF INSTITUTIONS,1-2813194199,"ASWARAOPET ROAD, JANGAREDDIGUDEM, W.G.DT PIN:534447","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
116,ANDHRA PRADESH,GUNTUR,ST. MARY'S WOMEN'S ENGINEERING COLLEGE,1-2813194387,"BUDAMPADU VILLAGE, GUNTUR RURAL MANDAL, GUNTUR DISTRICT, ANDHRA PRADESH, INDIA","ECE, IT, CSE",,,,2,,,
117,ANDHRA PRADESH,ANANTAPUR,GATES INSTITUTE OF TECHNOLOGY,1-2813195753,"NH-7, GOOTYANANTAPUR, ANANTAPUR - 515401, ANDHRA PRADESH","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
118,ANDHRA PRADESH,VISHAKHAPATNAM,RAGHU INSTITUTE OF TECHNOLOGY,1-2813196419,"DAKAMARRI VILLAGE, BHEEMUNIPATNAM VISAKHAPATNAM DIST","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
119,ANDHRA PRADESH,CHITTOOR,SESHACHALA INSTITUTE OF TECHNOLOGY,1-2813200583,"TIRUPATI-CHENNAI HIGHWAY, KANAKAMPALEM VILLAGE, PUTTUR MANDAL, CHITTOOR DIST., A.P","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
120,ANDHRA PRADESH,VIZIANAGARAM,MAHARAJ VIJAYARAM GAJAPATHI RAJ COLLEGE OF ENGINEERING,1-2813202305,VIJAYARAM NAGAR CAMPUS CHINTALAVALASA DENKADA MANDAL VIZIANAGARAM 535 005 ANDHRA PRADESH,"CIVIL, EEE, ECE, CHEM, CSE",,,,1,,,
121,ANDHRA PRADESH,WEST GODAVARI,SIR C R REDDY COLLEGE OF ENGINEERING,1-2813204758,VATLURU ELURU WEST GODAVARI DISTRICT,"CIVIL, EEE, ECE, MECH, CSE, IT",,,,2,,,
122,ANDHRA PRADESH,PRAKASAM,V.R.S & Y.R.N COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2813207054,"VODAREVU ROAD, PERALA(PO), CHIRALA PRAKASAM(DT), ANDHRA PRADESH - 523 157","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
123,ANDHRA PRADESH,NELLORE,QUBA COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813208783,"KANPUR BIT - I, VENKATACHALAM(POST & MANDAL), SPSR NELLORE DISTRICT - A.P. PIN - 524 320.","CIVIL, EEE, ECE, IT, CSE",,,,2,,,
124,ANDHRA PRADESH,GUNTUR,TIRUMALA ENGINEERING COLLEGE,1-2813209078,"JONNALAGADDA, NARASARAOPET- 522601 GUNTUR(DT)","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
125,ANDHRA PRADESH,VISHAKHAPATNAM,GAYATRI VIDYA PARISHAD COLLEGE OF ENGINEERING,1-2813212215,"MADHURAWADA, VISAKHAPATNAM PIN: 530 048","CIVIL, EEE, ECE, CHEM, CSE",,,,1,,,
126,ANDHRA PRADESH,ANANTAPUR,SHRI SAI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-2813213791,"#2-383,NH-7, VADIYAMPETA (POST) PODARALLA (VILLAGE) BUKKARAYASAMUDRAM(MANDAL),ANANTAPUR (DIST) ANANTAPUR - 515731","EEE, ECE, IT, CSE",,,,2,,,
127,ANDHRA PRADESH,EAST GODAVARI,AMALAPURAM INSTITUTE OF MANAGEMENT SCIENCES & COLLEGE OF ENGINEERING.,1-2813215737,"NH-214 ROAD, MUMMIDIVARAM, EAST GODAVARI DIST, ANDHRA PRADESH, PIN-533216.","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
128,ANDHRA PRADESH,NELLORE,AUDISANKARA COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813216195,"NH-5, BY-PASS ROAD, GUDUR, NELLORE DISTRICT, ANDHRA PRADESH, PIN:524101","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
129,ANDHRA PRADESH,PRAKASAM,KRISHNA CHAITANYA INSTITUTE OF TECHNOLOGY & SCIENCES,1-2813221098,"DEVARAJUGATTU VILLAGE, PEDDARAVEEDU MANDAL, PRAKASAM DISTRICT","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
130,ANDHRA PRADESH,VISHAKHAPATNAM,SRI CHAITANYA ENGINEERING COLLEGE,1-2813222714,"CHAITANYA VALLEY, KOMMADI MADHURAWADA, VISAKHAPATNAM-530041.","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
131,ANDHRA PRADESH,WEST GODAVARI,A.K.R.G. COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813226992,NALLAJERLA WEST GODAVARI DIST ANDHRA PRADESH,"CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
132,ANDHRA PRADESH,NELLORE,GOKULA KRISHNA COLLEGE OF ENGINEERING,1-2813228446,BEHIND RTC DEPOT SULLURUPETA NELLORE DISTRICT ANDHRA PRADESH - 524 121,"CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
133,ANDHRA PRADESH,VISHAKHAPATNAM,AVANTHI INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813229462,"TAMARAM VILLAGE, MAKAVARAPALEM MANDAL, NARSIPATNAM REVENUE DIVISION, VISAKHAPATNAM DIST.","AGRI, EEE, ECE, MECH, CSE",,,,1,,,
134,ANDHRA PRADESH,VISHAKHAPATNAM,SANKETIKA VIDYA PARISHAD ENGINEERING COLLEGE,1-2813232351,"TECHNICAL COMPLEX, BESIDE ACA/VDCA CRICKET STADIUM, POTHINAMALLAYYAPALEM, VISAKHAPATNAM PIN-530041 ANDHRA PRADESH","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
135,ANDHRA PRADESH,EAST GODAVARI,PRAGATI ENGINEERING COLLEGE,1-2813233114,"1-378, ADB ROAD, SURAMPALEM,NEAR PEDDAPURAM,E.G.DIST,A.P.","CIVIL, EEE, ECE, IT, CSE",,,,2,,,
136,ANDHRA PRADESH,YSR DISTRICT,GLOBAL COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813234639,"CHINNAMACHUPALLI(V), NEAR SATELLITE CITY, CHENNUR(M),KADAPA.","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
137,ANDHRA PRADESH,VIZIANAGARAM,LENDI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-2813237299,JONNADA VILLAGE VIA 5TH APSP BATTALION DENKADA MANDAL VIZIANAGARAM DIST - 535 005,"EEE, ECE, MECH, CSE",,,,1,,,
138,ANDHRA PRADESH,GUNTUR,BAPATLA ENGINEERING COLLEGE,1-2813238385,MAHATMAJIPURM G.B.C ROAD BAPATLA POST,"CIVIL, EEE, ECE, CHEM, CSE",,,,1,,,
139,ANDHRA PRADESH,VISHAKHAPATNAM,DADI INSTITUTE OF ENGINEERING & TECHNOLOGY (DIET),1-2813239505,"DADI INSTITUTE OF ENGINEERING & TECHNOLOGY NATIONAL HIGH WAY- 5, GAVARAPALEM, ANAKAPALLE, VISAKHAPATNAM -531002.","CIVIL, EEE, ECE, CSE",,,,1,,,
140,ANDHRA PRADESH,CHITTOOR,VEMU INSTITUTE OF TECHNOLOGY,1-2813243106,"P.KOTHAKOTA, (NEAR PAKALA) PUTHALAPATTU MANDAL CHITTOOR DISTRICT ANDHRA PRADESH PIN-517 112","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
141,ANDHRA PRADESH,WEST GODAVARI,VISHNU INSTITUTE OF TECHNOLOGY,1-2813243178,"VISHNUPUR, BHIMAVARAM-534202. W.G.DIST. ANDHRA PRADESH","CIVIL, EEE, ECE, MECH, CSE, IT",,,,2,,,
142,ANDHRA PRADESH,VIZIANAGARAM,MIRACLE EDUCATIONAL SOCIETY GROUP OF INSTITUTIONS,1-2813243833,"MIRACLE CITY, KONGAVANIPALEM, BHOGAPURAM MANDAL, VIZIANAGARAM DIST ANDHRA PRADESH PIN-535216","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
143,ANDHRA PRADESH,SRIKAKULAM,SRI VENKATESWARA COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813245495,"NH-5, MRO OFFICE ROAD, BESIDE DR.B.R.AMBEDKAR UNIVERSITY ETCHERLA","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
144,ANDHRA PRADESH,VISHAKHAPATNAM,VIGNAN'S INSTITUTE OF INFORMATION TECHNOLOGY,1-2813246650,"VIGNAN'S INSTITUTE OF INFORMATION TECHNOLOGY, BESIDE VSEZ, DUVVADA, VEPZ (POST), GAJUWAKA, VISAKHAPATNAM-530049.","CIVIL, EEE, ECE, CSE",,,,1,,,
145,ANDHRA PRADESH,EAST GODAVARI,ADITYA COLLEGE OF ENGINEERING,1-2813261448,"ADITYA NAGAR, ADB ROAD, SURAMPALEM, VIA PEDDAPURAM.","CIVIL, EEE, ECE, MECH, CSE, IT",,,,2,,,
146,ANDHRA PRADESH,YSR DISTRICT,GOUTHAMI INSTITUTE OF TECHNOLOGY & MANAGEMENT FOR WOMEN,1-2813261584,"SAI NAGAR, PEDDASETTYPALLE(V), PRODDATUR(M), KADAPA(DT), ANDHRA PRADESH - 516361","EEE, ECE, CSE",,,,1,,,
147,ANDHRA PRADESH,GUNTUR,BAPATLA WOMEN'S ENGINEERING COLLEGE,1-2813263048,KARLAPALEM ROAD BACK SIDE OF BAPATLA COLLEGE OF ARTS & SCIENCES,"EEE, ECE, CSE, MECH",,,,1,,,
148,ANDHRA PRADESH,VISHAKHAPATNAM,VISAKHA TECHNICAL CAMPUS,1-2813263673,"57TH DIVISION, NARAVA, VISAKHAPATNAM 530027","CIVIL, ECE, MECH, CSE",,,,1,,,
149,ANDHRA PRADESH,NELLORE,AVS COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2813271671,"VEERANA KANNUPUR VILLAGE, VENKATACHALAM MANDAL, NELLORE DISTRICT.","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
150,ANDHRA PRADESH,NELLORE,N.B.K.R.INSTITUTE OF SCIENCE & TECHNOLOGY,1-2813274726,VIDYANAGAR KOTA MANDAL SPSR NELLORE DIST. ANDHRA PRADESH,"CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
151,ANDHRA PRADESH,VIZIANAGARAM,COASTAL INSTITUTE OF TECHNOLOGY AND MANAGEMENT,1-2813277135,"NARAPAM(V), VEERABHADRAPURAM(P), KOTTAVALASA(M), VIZIANAGARAM(D)","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
152,ANDHRA PRADESH,ANANTAPUR,SRINIVASA RAMANUJAN INSTITUTE OF TECHNOLOGY,1-2813280214,ROTARYPURAM (VILLAGE) B K SAMUDRAM (MANDAL) ANANTAPUR (DISTRICT),"CIVIL, EEE, ECE, MECH, CSE",,,,,,,
153,ANDHRA PRADESH,ANANTAPUR,SIR C.V.RAMAN INSTITUTE OF TECHNOLOGY & SCIENCES,1-2813283629,"BEHIND BHARATH PETROL BUNK, ANANTAPUR ROAD, TADPATRI.","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
154,ANDHRA PRADESH,NELLORE,VISVODAYA ENGINEERING COLLEGE,1-2813290186,VISVODAYA CAMPUS UDAYAGIRI ROAD KAVALI-524201,"CIVIL, EEE, ECE, CSE",,,,1,,,
155,ANDHRA PRADESH,KRISHNA,GDMM COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813291402,"RAMANNAPET ROAD, OPP.D.V.R. COLONY NANDIGAMA KRISHNA-DT ANDHRA PRADESH","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
156,ANDHRA PRADESH,NELLORE,PRIYADARSHINI INSTITUTUE OF TECHNOLOGY,1-2813295853,"KANUPARTHIPADU, NELLORE - 524 002 ANDHRA PRADESH","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
157,ANDHRA PRADESH,YSR DISTRICT,MODUGULA KALAVATHAMMA INSTITUTE OF TECHNOLOGY FOR WOMEN,1-2813304872,"NEW BOYANAPALLI, RAJAMPET,","EEE, ECE, IT, CSE",,,,2,,,
158,ANDHRA PRADESH,KRISHNA,LINGAYAS INSTITUTE OF MANAGEMENT AND TECHNOLOGY,1-2813305901,"VIVEKA NAGAR, MADALAVARIGUDEM NUZVID ROAD, VIJAYAWADA.","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
159,ANDHRA PRADESH,WEST GODAVARI,NOVA'S INSTITUTE OF TECHNOLOGY,1-2813307286,"N.H.-5, BYE PASS ROAD TANGELLAMUDI VILLAGE ELURU MANDAL WEST GODAVARI DISTRCIT ANDHRA PRADSEH INDIA PIN:534005","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
160,ANDHRA PRADESH,PRAKASAM,A1 GLOBAL INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813308728,"MARKAPUR, PRAKASAM DISTRICT, ANDHRA PRADESH.","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
161,ANDHRA PRADESH,CHITTOOR,SRI VENKATESWARA ENGINEERING COLLEGE FOR WOMEN,1-2813311501,"OPP. LIC TRAINING CENTER, KARAKAMBADI ROAD","CIVIL, EEE, ECE, IT, CSE",,,,2,,,
162,ANDHRA PRADESH,VISHAKHAPATNAM,GONNA INSTITUTE OF INFORMATION TECHNOLOGY AND SCIENCES,1-2813314066,"WARD NO:-56, GONNAVANI PALEM, AGANAMPUDI, VISAKHAPATNAM.","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
163,ANDHRA PRADESH,GUNTUR,CHALAPATHI INSTITUTE OF TECHNOLOGY,1-2813314692,"A.R. NAGAR, MOTHADAKA, GUNTUR","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
164,ANDHRA PRADESH,WEST GODAVARI,RAMACHANDRA COLLEGE OF ENGINEERING,1-2813320618,"NH-5 BYPASS ROAD, VATLURU (V), ELURU-534007, WEST GODAVARI DT., ANDHRA PRADESH.","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
165,ANDHRA PRADESH,WEST GODAVARI,SRI VENKATESWARA INSTITUTE OF SCIENCE & INFORMATION TECHNOLOGY,1-2813321093,"VENKATRAMANNAGUDEM - THELIKICHERLA ROAD, PRAKASARAOPALEM (V), NALLAJERLA (M), TADEPALLIGUDEM - 534101, W.G. DT. A.P.","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
166,ANDHRA PRADESH,VISHAKHAPATNAM,VISAKHA INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813327804,"57TH DIVISION, NARAVA, VISAKHAPATNAM","AUTO, EEE, ECE, MECH, CSE",,,,1,,,
167,ANDHRA PRADESH,GUNTUR,LOYOLA INSTITUTE OF TECHNOLOGY AND MANAGEMENT,1-2813331468,"LOYOLA NAGAR, DHULIPALLA (VILLAGE), SATTENAPALLI (MANDAL), GUNTUR (DIST.), ANDHRA PRADESH. PIN CODE: 522 412.","CIVIL, EEE, ECE, MECH, CSE, IT",,,,2,,,
168,ANDHRA PRADESH,EAST GODAVARI,BONAM VENKATACHALAMAYYA INSTITUTE OF TECHNOLOGY & SCIENCE,1-2813335164,BATLAPALEM AMALAPURAM (MANDAL) EAST GODAVARI DISTRICT ANDHRA PRADESH 533221,"CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
169,ANDHRA PRADESH,NELLORE,NARAYANA ENGINEERING COLLEGE,1-2813338337,DHURJATI NAGAR GUDURU NELLORE (DT),"CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
170,ANDHRA PRADESH,ANANTAPUR,SANSKRITHI SCHOOL OF ENGINEERING,1-2813347381,"BEEDUPALLI ROAD, PRASANTHIGRAM","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
171,ANDHRA PRADESH,KRISHNA,VIKAS GROUP OF INSTITUTIONS,1-2813357729,"NUNNA VILLAGE, VIJAYAWADA RURAL MANDAL, KRISHNA DIST.","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
172,ANDHRA PRADESH,YSR DISTRICT,RGUKT- RK VALLEY,1-2813359585,"IDUPULAPAYA,VEMPALLI MANDALAM, KADAPA DISTRICT, ANDHRA PRADESH HEAD OFFICE: RGUKT VINDHYA C-4, IIIT-H CAMPUS, GACHIBOWLI, HYDERABAD.","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
173,ANDHRA PRADESH,NELLORE,SKR COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2813364324,"NH-5,KONDURU SATRAM (V),MANUBOLU (MANDAL),S.P.S.NELLORE DISTRICT. PIN::524 405.","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
174,ANDHRA PRADESH,KRISHNA,PRASAD V POTLURI SIDDHARTHA INSTITUE OF TECHNOLOGY,1-2813364905,DEVABHAKTUNI RAMALINGESWARA RAO ROAD KANURU PENAMALURU MANDAL VIJAYAWADA,"CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
175,ANDHRA PRADESH,NELLORE,PRIYADARSHINI COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813373670,KANUPARTHIPADU NELLORE - 524004 SPSR NELLORE(DIST.),"CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
176,ANDHRA PRADESH,GUNTUR,VIGNAN'S NIRULA INSTITUTE OF TECHNOLOGY & SCIENCE FOR WOMEN,1-2813377099,"VIGNAN AVENUE PALAKALURU ROAD GUNTUR TEHSIL, GUNTUR - 522 005","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
177,ANDHRA PRADESH,GUNTUR,PRIYADARSHNI INSTITUTE OF TECHNOLOGY & MANEGEMENT,1-2813381658,"5TH MILE, PULLADIGUNTA, GUNTUR-17","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
178,ANDHRA PRADESH,GUNTUR,ANU COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2813382430,"NAGARJUNA NAGAR,GUNTUR-522510","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
179,ANDHRA PRADESH,YSR DISTRICT,SRINIVASA INSTITUTE OF TECHNOLOGY & SCIENCE,1-2813388646,"CHENNAI- HYDERABAD BYPASS ROAD , UKKAYAPALLI (V) KADAPA","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
180,ANDHRA PRADESH,KURNOOL,BHEEMA INSTITUTE OF TECHNOLOGY AND SCIENCE,1-2813389165,"ALUR ROAD,MANDIGIRI VILLAGE SADHAPURAM (G.P) ADONI - 518301 KURNOOL(DIST) ANDHRA PRADESH","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
181,ANDHRA PRADESH,CHITTOOR,SRI VENKATESWARA COLLEGE OF ENGINEERING,1-2813396349,"OPP LIC TRAINING CENTER, KARAKAMBADI ROAD, CHENNAIAHGUNTA","CIVIL, EEE, ECE, MECH, CSE",,,,1,,,
